npi,name,state,confidence,total_impact,systemic_impact_raw,weighted_impact,score,weighted_score,num_methods,primary_method,methods,hypothesis_ids,state_quality_weight
A876723800,NPI A876723800,,high,0.0,1784170.26,0.0,27.1372,27.1372,2,phantom_billing,gev_extreme_value;phantom_billing,H0895;H0099;H0098,1.0
A468622100,NPI A468622100,,high,0.0,1635750.11,0.0,6.4076,6.4076,3,phantom_billing,gev_extreme_value;phantom_billing;zscore_paid_per_bene,H0896;H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
M815228400,NPI M815228400,,high,0.0,1580785.33,0.0,27.824,27.824,2,phantom_billing,gev_extreme_value;phantom_billing,H0099;H0896;H0098,1.0
A820313000,NPI A820313000,,high,0.0,1574428.85,0.0,7.6561,7.6561,2,phantom_billing,gev_extreme_value;phantom_billing,H0099;H0896;H0114;H0115;H0098,1.0
A128482700,NPI A128482700,,high,0.0,1418732.59,0.0,6.5723,6.5723,3,phantom_billing,gev_extreme_value;phantom_billing;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0897;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A184822400,NPI A184822400,,high,0.0,1191289.6,0.0,14.2711,14.2711,2,phantom_billing,gev_extreme_value;phantom_billing,H0099;H0897;H0098,1.0
A672639900,NPI A672639900,,high,0.0,1171595.48,0.0,12.7469,12.7469,3,phantom_billing,gev_extreme_value;phantom_billing;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0897;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A577215000,NPI A577215000,,high,0.0,1054713.67,0.0,8.4365,8.4365,2,phantom_billing,gev_extreme_value;phantom_billing,H0099;H0898;H0098,1.0
A884487000,NPI A884487000,,high,0.0,935471.07,0.0,6.2538,6.2538,3,phantom_billing,gev_extreme_value;phantom_billing;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0898;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A473498100,NPI A473498100,,high,0.0,898362.08,0.0,6.3529,6.3529,2,phantom_billing,gev_extreme_value;phantom_billing,H0099;H0898;H0098,1.0
A462627000,NPI A462627000,,high,0.0,860323.27,0.0,7.5456,7.5456,2,phantom_billing,gev_extreme_value;phantom_billing,H0115;H0898;H0114,1.0
202603894,NPI 202603894,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
352039915,NPI 352039915,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;volume_vs_median,H0099;H0306;H0104;H0112;H0105;H0098;H0113,1.0
300273837,NPI 300273837,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;volume_vs_median,H0099;H0306;H0104;H0112;H0105;H0098;H0113,1.0
352058261,NPI 352058261,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;month_over_month_spike;abrupt_stop;volume_vs_median,H0306;H0163;H0195;H0157;H0165;H0156;H0152;H0161;H0199;H0164;H0099;H0162;H0169;H0186;H0198;H0112;H0113;H0158;H0170;H0105;H0168;H0191;H0151;H0190;H0193;H0194;H0192;H0197;H0154;H0098;H0188;H0155;H0196;H0159;H0160;H0166;H0104;H0153;H0187;H0167;H0200;H0189,1.0
461729722,NPI 461729722,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;month_over_month_spike;volume_vs_median,H0306;H0163;H0157;H0165;H0156;H0152;H0161;H0164;H0099;H0162;H0169;H0112;H0158;H0170;H0168;H0105;H0151;H0154;H0098;H0155;H0159;H0160;H0166;H0104;H0153;H0167;H0113,1.0
350889532,NPI 350889532,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;paid_per_claim_vs_median;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0112;H0113;H0105;H0191;H0190;H0193;H0276;H0194;H0192;H0197;H0098;H0188;H0196;H0104;H0187;H0200;H0189,1.0
854401827,NPI 854401827,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0112;H0105;H0098;H0113,1.0
A000004300,NPI A000004300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
A000034500,NPI A000034500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0105;H0098;H0104,1.0
A000014100,NPI A000014100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0105;H0098;H0104,1.0
752690132,NPI 752690132,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A003607200,NPI A003607200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A000008600,NPI A000008600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0105;H0116;H0117;H0098,1.0
A000018300,NPI A000018300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0104;H0101;H0114;H0115;H0105;H0098,1.0
A000024800,NPI A000024800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0105;H0098;H0104,1.0
A000056600,NPI A000056600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0105;H0098;H0104,1.0
A000055800,NPI A000055800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0105;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0104;H0187;H0101;H0200;H0189,1.0
A000070100,NPI A000070100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
A000073600,NPI A000073600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A143132000,NPI A143132000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A000031100,NPI A000031100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0104;H0101;H0114;H0115;H0105;H0098,1.0
A000003500,NPI A000003500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0105;H0098;H0104,1.0
A000007800,NPI A000007800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
A076697600,NPI A076697600,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A027860200,NPI A027860200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A000074400,NPI A000074400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0116;H0104;H0105;H0114;H0115;H0117;H0098,1.0
A000025600,NPI A000025600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0115;H0104;H0105;H0114;H0116;H0117;H0098,1.0
A000069800,NPI A000069800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0105;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0104;H0187;H0101;H0200;H0189,1.0
A000030200,NPI A000030200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A068107100,NPI A068107100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A010817100,NPI A010817100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A257260500,NPI A257260500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A100167100,NPI A100167100,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;paid_per_claim_vs_median;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0277;H0187;H0200;H0189,1.0
A153907000,NPI A153907000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A000060400,NPI A000060400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
A036643200,NPI A036643200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A197860800,NPI A197860800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A170067000,NPI A170067000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A000085000,NPI A000085000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
A224713500,NPI A224713500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A186977000,NPI A186977000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A017721100,NPI A017721100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A000048500,NPI A000048500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A000010800,NPI A000010800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A218968000,NPI A218968000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A008683000,NPI A008683000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A119024500,NPI A119024500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A172457100,NPI A172457100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A097725000,NPI A097725000,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A218360900,NPI A218360900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A117185000,NPI A117185000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A006323100,NPI A006323100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A066678200,NPI A066678200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A034974700,NPI A034974700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A014823700,NPI A014823700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A174993000,NPI A174993000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A136957200,NPI A136957200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A006900200,NPI A006900200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A000042600,NPI A000042600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A121677500,NPI A121677500,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0099;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
A118260900,NPI A118260900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A084655100,NPI A084655100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A180173201,NPI A180173201,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A356860100,NPI A356860100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A281992900,NPI A281992900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A145860400,NPI A145860400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A298260900,NPI A298260900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A630315300,NPI A630315300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
